id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25
2024-01-29 10,43.6,0.408,9.7,39.5,21.2
2024-01-29 11,40.2,0.37,15.9,33.2,18.5
2024-01-29 12,23.6,0.257,33.0,23.4,13.9
2024-01-29 13,15.3,0.195,44.8,19.9,10.1
2024-01-29 14,20.0,0.211,40.4,19.1,8.8
2024-01-29 15,25.7,0.229,35.0,24.1,9.8
2024-01-29 16,43.6,0.328,17.7,20.3,10.7
2024-01-29 17,55.8,0.422,6.2,22.0,13.1
2024-01-29 18,60.1,0.417,3.0,24.5,17.1
2024-01-29 19,60.8,0.425,2.2,24.8,18.7
2024-01-29 20,61.7,0.473,1.2,27.8,20.6
2024-01-29 21,59.1,0.481,1.1,26.1,20.5
2024-01-29 22,54.4,0.458,0.7,26.3,20.7
2024-01-29 23,51.1,0.446,0.8,27.4,21.8
2024-01-30 00,45.5,0.395,2.6,23.7,19.1
2024-01-30 01,42.2,0.384,3.5,20.9,17.1
2024-01-30 02,41.1,0.347,3.3,19.3,15.5
2024-01-30 03,36.5,0.309,6.2,16.1,12.5
2024-01-30 04,40.4,0.264,3.3,15.2,11.7
2024-01-30 05,46.2,0.277,0.6,16.9,11.7
2024-01-30 06,40.7,0.25,8.7,14.4,9.5
2024-01-30 07,38.6,0.258,10.2,18.6,11.1
2024-01-30 08,40.7,0.328,7.4,28.8,13.5
2024-01-30 09,38.3,0.288,9.6,25.0,13.4
2024-01-30 10,38.2,0.306,11.1,29.1,14.7
2024-01-30 11,32.0,0.258,25.5,25.4,13.4
2024-01-30 12,18.9,0.188,48.5,17.1,7.4
2024-01-30 13,20.7,0.194,46.5,18.7,6.5
2024-01-30 14,16.3,0.178,55.4,16.8,4.8
2024-01-30 15,16.5,0.174,58.4,13.3,3.5
2024-01-30 16,21.1,0.193,55.0,12.9,3.6
2024-01-30 17,24.8,0.241,52.7,12.4,4.7
2024-01-30 18,25.6,0.233,53.2,16.1,6.2
2024-01-30 19,24.6,0.231,53.8,16.8,7.3
2024-01-30 20,33.1,0.258,46.2,15.0,9.5
2024-01-30 21,23.9,0.241,54.6,14.3,9.0
2024-01-30 22,21.5,0.224,55.1,13.4,9.4
2024-01-30 23,23.9,0.229,52.3,12.8,8.4
2024-01-31 00,24.5,0.226,51.4,12.1,8.4
2024-01-31 01,19.2,0.197,56.1,11.4,7.6
2024-01-31 02,20.8,0.199,54.3,10.7,7.4
2024-01-31 03,13.7,0.184,62.3,9.0,6.1
2024-01-31 04,16.1,0.181,61.7,9.6,6.3
2024-01-31 05,21.2,0.18,59.6,8.9,5.6
2024-01-31 06,32.5,0.215,46.2,10.9,6.3
2024-01-31 07,67.7,0.298,12.0,22.2,9.4
2024-01-31 08,72.6,0.337,6.6,40.2,14.1
2024-01-31 09,49.7,0.26,24.0,34.6,12.9
2024-01-31 10,32.2,0.254,36.6,26.5,12.2
2024-01-31 11,30.4,0.251,36.9,23.3,13.6
2024-01-31 12,24.6,0.228,41.4,26.1,13.8
2024-01-31 13,21.1,0.208,47.7,24.6,12.1
2024-01-31 14,17.3,0.187,57.4,26.7,9.1
2024-01-31 15,18.4,0.186,59.1,18.4,6.5
2024-01-31 16,25.5,0.208,50.6,15.2,6.3
2024-01-31 17,34.4,0.262,42.6,15.8,7.2
2024-01-31 18,53.4,0.367,23.3,22.8,13.2
2024-01-31 19,52.4,0.371,21.6,25.8,17.1
2024-01-31 20,36.2,0.283,34.5,17.8,13.1
2024-01-31 21,22.5,0.239,46.7,17.2,10.7
2024-01-31 22,17.1,0.211,49.5,13.2,8.5
2024-01-31 23,13.7,0.198,50.9,11.5,8.1
2024-02-01 00,14.4,0.203,48.0,11.7,8.7
2024-02-01 01,14.0,0.197,48.4,13.4,9.2
2024-02-01 02,11.9,0.18,49.9,14.1,9.6
2024-02-01 03,10.6,0.175,51.4,13.8,9.5
2024-02-01 04,12.3,0.179,50.4,13.6,8.8
2024-02-01 05,18.7,0.181,44.8,11.6,8.0
2024-02-01 06,29.4,0.197,32.6,13.0,8.7
2024-02-01 07,28.8,0.212,33.0,14.4,9.0
2024-02-01 08,30.1,0.223,32.0,14.4,7.2
2024-02-01 09,31.1,0.209,32.0,19.2,6.7
2024-02-01 10,27.5,0.213,36.1,37.0,8.9
2024-02-01 11,22.8,0.196,42.2,11.3,5.8
2024-02-01 12,21.4,0.195,45.2,17.0,7.2
2024-02-01 13,25.6,0.204,42.0,17.3,7.1
2024-02-01 14,30.0,0.217,33.4,17.7,9.3
2024-02-01 15,26.9,0.203,37.8,18.2,10.7
2024-02-01 16,24.6,0.192,42.5,10.1,7.0
2024-02-01 17,25.2,0.21,45.1,10.4,6.7
2024-02-01 18,23.3,0.223,46.2,12.3,8.0
2024-02-01 19,23.8,0.234,45.0,13.6,9.5
2024-02-01 20,23.7,0.244,43.6,14.0,10.2
2024-02-01 21,25.1,0.256,45.1,14.9,11.0
2024-02-01 22,28.1,0.262,41.8,16.3,11.0
2024-02-01 23,42.9,0.332,24.4,19.1,13.5
2024-02-02 00,53.7,0.41,10.2,20.5,14.8
2024-02-02 01,35.2,0.318,26.7,18.3,13.3
2024-02-02 02,37.8,0.335,13.2,18.3,15.5
2024-02-02 03,25.5,0.274,27.0,15.7,13.9
2024-02-02 04,21.8,0.236,35.6,11.8,10.3
2024-02-02 05,29.0,0.247,30.2,10.8,8.5
2024-02-02 06,37.9,0.247,19.8,10.1,7.9
2024-02-02 07,44.7,0.257,12.4,13.2,10.0
2024-02-02 08,40.9,0.256,16.4,16.56614280170741,14.8
2024-02-02 09,23.9,0.21,35.1,19.2,9.2
2024-02-02 10,21.6,0.208,39.9,15.5,9.8
2024-02-02 11,22.2,0.225,40.7,17.1,11.0
2024-02-02 12,17.2,0.199,47.4,16.4,9.4
2024-02-02 13,17.7,0.214,47.3,16.1,9.3
2024-02-02 14,18.5,0.202,44.6,13.0,8.0
2024-02-02 15,22.4,0.209,39.4,14.8,7.4
2024-02-02 16,24.7,0.22,34.7,13.8,7.2
2024-02-02 17,20.3,0.203,37.6,14.3,7.2
2024-02-02 18,20.0,0.218,39.7,14.9,10.0
2024-02-02 19,24.4,0.259,34.4,18.6,14.6
2024-02-02 20,26.1,0.258,31.3,18.3,15.9
2024-02-02 21,20.9,0.245,33.8,14.4,13.5
2024-02-02 22,19.6,0.239,35.1,12.7,11.6
2024-02-02 23,17.6,0.209,37.9,10.1,9.1
2024-02-03 00,15.7,0.192,41.8,6.7,6.0
2024-02-03 01,13.4,0.171,46.5,6.5,4.8
2024-02-03 02,14.0,0.173,48.2,8.4,4.5
2024-02-03 03,13.1,0.161,51.1,11.1,5.0
2024-02-03 04,9.5,0.152,58.4,15.7,5.7
2024-02-03 05,12.0,0.158,55.5,14.4,5.3
2024-02-03 06,15.8,0.152,51.1,10.8,4.3
2024-02-03 07,19.7,0.162,48.8,7.7,3.3
2024-02-03 08,17.6,0.16,52.3,9.2,2.9
2024-02-03 09,17.9,0.168,51.4,6.0,2.3
2024-02-03 10,16.6,0.162,52.7,4.9,2.2
2024-02-03 11,14.7,0.156,55.7,7.1,2.8
2024-02-03 12,14.9,0.157,54.2,7.0,3.0
2024-02-03 13,16.0,0.16,52.0,7.8,3.7
2024-02-03 14,17.5,0.165,51.1,7.8,3.3
2024-02-03 15,19.4,0.166,49.5,9.4,3.6
2024-02-03 16,21.5,0.178,46.5,12.5,4.6
2024-02-03 17,25.5,0.2,41.3,11.9,4.6
2024-02-03 18,25.4,0.22,41.0,12.6,6.4
2024-02-03 19,23.5,0.209,43.4,13.0,6.7
2024-02-03 20,20.0,0.186,47.5,12.2,6.2
2024-02-03 21,18.9,0.182,46.1,9.9,6.0
2024-02-03 22,17.0,0.196,46.8,9.9,6.2
2024-02-03 23,17.9,0.192,48.6,9.2,5.1
2024-02-04 00,15.6,0.18,51.1,9.3,4.9
2024-02-04 01,11.5,0.156,57.8,9.8,4.5
2024-02-04 02,11.2,0.145,59.3,7.4,3.2
2024-02-04 03,7.9,0.137,60.8,6.8,3.1
2024-02-04 04,7.9,0.135,59.5,6.2,2.7
2024-02-04 05,8.3,0.135,59.8,4.1,2.0
2024-02-04 06,8.2,0.133,60.7,3.5,1.7
2024-02-04 07,9.8,0.137,59.0,3.2,1.6
2024-02-04 08,10.6,0.139,58.6,3.7,1.6
2024-02-04 09,10.8,0.141,58.3,3.3,1.5
2024-02-04 10,9.4,0.143,58.7,4.3,1.5
2024-02-04 11,10.2,0.141,58.8,3.9,1.4
2024-02-04 12,9.8,0.136,59.6,6.2,2.0
2024-02-04 13,10.6,0.139,59.3,9.6,2.5
2024-02-04 14,12.7,0.143,54.7,14.3,3.9
2024-02-04 15,14.2,0.163,53.1,12.8,4.1
2024-02-04 16,18.1,0.164,49.5,12.5,3.9
2024-02-04 17,20.0,0.186,45.6,14.8,5.4
2024-02-04 18,18.1,0.189,47.0,12.1,5.8
2024-02-04 19,20.2,0.206,44.2,14.6,7.1
2024-02-04 20,20.2,0.202,44.5,16.7,8.3
2024-02-04 21,14.7,0.178,52.0,20.3,9.0
2024-02-04 22,12.5,0.16,55.3,23.2,9.8
2024-02-04 23,11.3,0.159,51.2,22.0,9.6
2024-02-05 00,8.1,0.146,55.4,25.1,10.7
2024-02-05 01,7.1,0.136,57.5,27.5,10.9
2024-02-05 02,7.8,0.133,59.7,25.4,10.0
2024-02-05 03,7.8,0.128,61.6,25.4,9.5
2024-02-05 04,8.9,0.128,60.8,26.2,9.5
2024-02-05 05,8.7,0.122,62.4,30.4,10.7
2024-02-05 06,13.2,0.128,55.3,25.6,10.0
2024-02-05 07,16.4,0.147,50.3,27.2,10.6
2024-02-05 08,16.8,0.157,48.3,33.7,12.8
2024-02-05 09,16.8,0.16,47.0,41.3,16.0
2024-02-05 10,16.2,0.163,43.5,52.6,20.6
2024-02-05 11,14.0,0.166,44.4,60.3,24.1
2024-02-05 12,14.1,0.166,43.2,61.5,25.1
2024-02-05 13,15.4,0.167,41.9,59.1,24.0
2024-02-05 14,17.9,0.173,38.7,59.6,24.8
2024-02-05 15,15.7,0.162,40.8,60.8,24.3
2024-02-05 16,18.9,0.171,38.3,56.8,23.2
2024-02-05 17,18.7,0.182,41.7,44.9,18.8
2024-02-05 18,18.0,0.181,44.9,33.9,14.7
2024-02-05 19,21.3,0.191,43.1,23.3,11.9
2024-02-05 20,19.5,0.198,44.0,21.5,11.6
2024-02-05 21,14.6,0.182,45.7,22.9,12.4
2024-02-05 22,12.2,0.169,43.1,23.7,13.1
2024-02-05 23,10.5,0.158,41.6,20.8,11.9
2024-02-06 00,9.7,0.152,41.0,18.4,11.5
2024-02-06 01,8.9,0.158,41.7,19.5,12.3
2024-02-06 02,8.4,0.16,41.6,20.2,13.7
2024-02-06 03,9.4,0.165,39.7,21.7,14.6
2024-02-06 04,10.9,0.165,37.7,20.4,14.0
2024-02-06 05,16.1,0.173,34.3,21.6,14.0
2024-02-06 06,22.0,0.183,30.6,23.3,14.2
2024-02-06 07,24.9,0.198,28.6,27.2,14.6
2024-02-06 08,21.9,0.203,34.3,16.56614280170741,15.4
2024-02-06 09,20.7,0.189,37.2,16.56614280170741,15.3
2024-02-06 10,20.1,0.203,40.2,29.4,13.9
2024-02-06 11,16.0,0.184,45.8,31.1,13.9
2024-02-06 12,14.8,0.184,44.9,30.2,14.4
2024-02-06 13,13.2,0.172,48.8,27.2,12.4
2024-02-06 14,15.8,0.17,48.1,25.9,11.4
2024-02-06 15,16.7,0.166,49.7,27.4,10.9
2024-02-06 16,19.2,0.187,44.0,26.3,11.8
2024-02-06 17,25.2,0.227,35.9,22.7,12.9
2024-02-06 18,19.8,0.222,42.8,24.3,14.0
2024-02-06 19,19.3,0.215,43.6,26.4,16.5
2024-02-06 20,16.6,0.202,44.2,26.0,15.3
2024-02-06 21,13.6,0.182,45.9,24.3,14.0
2024-02-06 22,10.1,0.156,52.4,24.0,13.5
2024-02-06 23,9.8,0.158,53.9,25.9,14.8
2024-02-07 00,7.6,0.135,58.2,23.2,12.1
2024-02-07 01,6.1,0.126,62.0,20.6,11.4
2024-02-07 02,5.9,0.125,62.2,19.7,11.2
2024-02-07 03,5.5,0.124,63.5,19.0,10.8
2024-02-07 04,6.8,0.126,63.0,18.0,10.6
2024-02-07 05,12.2,0.135,57.0,17.0,10.2
2024-02-07 06,20.8,0.146,48.2,16.1,9.9
2024-02-07 07,18.4,0.156,51.0,16.8,10.5
2024-02-07 08,18.9,0.17,51.7,21.1,11.7
2024-02-07 09,18.2,0.174,54.5,21.7,12.6
2024-02-07 10,18.8,0.189,53.3,18.4,11.1
2024-02-07 11,18.0,0.183,52.9,13.6,9.2
2024-02-07 12,16.3,0.183,52.8,11.2,7.6
2024-02-07 13,17.6,0.185,49.1,9.3,5.8
2024-02-07 14,20.8,0.2,41.1,8.3,4.8
2024-02-07 15,19.8,0.19,41.8,5.6,3.6
2024-02-07 16,19.6,0.201,41.4,4.2,2.7
2024-02-07 17,20.3,0.218,40.4,5.1,2.7
2024-02-07 18,24.8,0.259,33.4,5.3,4.1
2024-02-07 19,27.1,0.277,29.8,7.2,5.7
2024-02-07 20,29.6,0.275,25.1,7.3,6.3
2024-02-07 21,25.9,0.267,27.7,5.7,4.8
2024-02-07 22,15.9,0.217,39.0,4.2,2.8
2024-02-07 23,12.9,0.179,42.0,4.3,2.8
2024-02-08 00,11.2,0.165,42.5,5.0,3.0
2024-02-08 01,9.3,0.159,44.1,4.5,2.5
2024-02-08 02,8.9,0.145,45.3,3.5,2.0
2024-02-08 03,8.4,0.142,44.1,2.5,1.5
2024-02-08 04,9.8,0.142,41.8,1.5,0.8
2024-02-08 05,14.9,0.14,38.3,1.9,0.8
2024-02-08 06,15.2,0.139,43.5,11.0,4.4
2024-02-08 07,19.5,0.16,44.5,41.0,16.8
2024-02-08 08,23.7,0.183,40.6,51.1,21.5
2024-02-08 09,20.4,0.167,42.5,54.6,26.0
2024-02-08 10,16.9,0.163,45.3,37.4,17.7
2024-02-08 11,15.1,0.173,43.9,38.5,18.6
2024-02-08 12,15.0,0.174,42.7,40.2,19.1
2024-02-08 13,13.5,0.167,42.1,38.1,17.6
2024-02-08 14,16.4,0.176,37.2,35.8,17.0
2024-02-08 15,17.6,0.177,35.6,34.1,16.8
2024-02-08 16,22.6,0.215,28.0,36.0,17.7
2024-02-08 17,36.0,0.261,13.6,36.5,19.2
2024-02-08 18,34.6,0.261,15.0,39.3,20.9
2024-02-08 19,26.7,0.23,26.3,37.9,19.8
2024-02-08 20,13.5,0.166,48.2,28.1,14.0
2024-02-08 21,10.5,0.147,54.9,21.9,10.9
2024-02-08 22,10.8,0.152,51.5,16.6,9.1
2024-02-08 23,8.5,0.137,51.9,16.8,8.6
2024-02-09 00,6.5,0.129,53.6,16.6,8.2
2024-02-09 01,7.1,0.125,53.1,14.0,7.1
2024-02-09 02,7.8,0.124,51.9,13.0,6.3
2024-02-09 03,8.5,0.124,50.6,10.7,5.3
2024-02-09 04,9.7,0.127,50.4,9.9,4.9
2024-02-09 05,10.9,0.13,51.3,9.7,4.9
2024-02-09 06,14.3,0.137,48.3,9.9,4.9
2024-02-09 07,17.8,0.155,45.5,11.5,5.2
2024-02-09 08,22.3,0.191,41.2,14.3,6.4
2024-02-09 09,20.3,0.185,49.2,15.9,6.8
2024-02-09 10,20.3,0.177,52.1,17.1,7.5
2024-02-09 11,17.3,0.186,54.7,17.8,8.8
2024-02-09 12,13.8,0.174,56.2,21.4,10.4
2024-02-09 13,14.4,0.173,56.8,19.8,9.0
2024-02-09 14,16.0,0.173,49.6,19.1,9.0
2024-02-09 15,16.2,0.178,51.5,13.3,6.9
2024-02-09 16,18.7,0.188,50.6,9.8,5.3
2024-02-09 17,19.5,0.205,54.5,7.4,4.3
2024-02-09 18,18.6,0.203,56.5,11.7,7.4
2024-02-09 19,29.2,0.252,40.7,16.0,12.6
2024-02-09 20,32.0,0.241,36.1,13.5,11.0
2024-02-09 21,27.9,0.231,37.8,9.9,7.4
2024-02-09 22,25.3,0.228,36.7,8.3,6.1
2024-02-09 23,24.5,0.219,33.1,8.2,5.2
2024-02-10 00,22.7,0.21,29.0,7.0,5.3
2024-02-10 01,22.0,0.198,26.4,7.7,5.9
2024-02-10 02,16.3,0.184,29.1,8.2,5.9
2024-02-10 03,17.3,0.186,26.0,8.1,5.9
2024-02-10 04,23.3,0.189,20.0,8.0,6.2
2024-02-10 05,33.8,0.224,9.6,8.7,6.7
2024-02-10 06,36.6,0.208,6.1,10.7,7.5
2024-02-10 07,40.3,0.232,2.1,13.6,8.8
2024-02-10 08,28.3,0.229,10.0,12.9,8.3
2024-02-10 09,29.2,0.251,9.2,13.6,9.2
2024-02-10 10,31.6,0.277,8.7,15.5,9.9
2024-02-10 11,28.2,0.225,11.3,13.8,10.0
2024-02-10 12,29.5,0.248,9.5,16.6,13.7
2024-02-10 13,32.9,0.28,9.7,16.8,13.9
2024-02-10 14,39.7,0.334,3.9,14.5,11.2
2024-02-10 15,31.9,0.282,26.1,10.8,8.8
2024-02-10 16,19.4,0.187,58.0,5.0,3.5
2024-02-10 17,25.5,0.204,52.5,5.9,4.3
2024-02-10 18,26.2,0.223,50.2,6.8,5.4
2024-02-10 19,29.4,0.266,48.2,10.7,8.5
2024-02-10 20,31.6,0.302,38.7,14.7,11.4
2024-02-10 21,26.3,0.29,37.2,21.4,15.9
2024-02-10 22,23.6,0.28,35.5,17.4,11.9
2024-02-10 23,17.4,0.235,41.8,16.3,10.1
2024-02-11 00,15.2,0.212,45.0,15.8,9.1
2024-02-11 01,12.2,0.197,47.9,16.4,8.8
2024-02-11 02,11.1,0.182,47.7,15.6,8.4
2024-02-11 03,10.6,0.182,47.5,15.0,8.0
2024-02-11 04,10.0,0.178,48.1,14.4,7.6
2024-02-11 05,10.0,0.178,48.2,14.6,7.3
2024-02-11 06,11.4,0.176,47.1,12.4,6.8
2024-02-11 07,11.6,0.186,46.9,10.8,6.3
2024-02-11 08,10.5,0.18,49.4,8.9,5.4
2024-02-11 09,10.5,0.184,50.5,9.5,5.5
2024-02-11 10,11.3,0.191,49.8,10.8,6.0
2024-02-11 11,12.2,0.183,49.9,9.2,5.4
2024-02-11 12,12.8,0.185,48.8,6.6,4.6
2024-02-11 13,13.0,0.186,49.2,4.7,3.5
2024-02-11 14,11.3,0.175,54.4,3.8,2.7
2024-02-11 15,14.2,0.178,51.5,5.6,4.0
2024-02-11 16,15.4,0.192,51.3,6.8,5.0
2024-02-11 17,20.5,0.209,45.0,9.7,7.6
2024-02-11 18,16.9,0.199,51.2,10.6,8.0
2024-02-11 19,20.4,0.208,47.6,11.7,8.5
2024-02-11 20,14.2,0.205,49.7,9.4,7.2
2024-02-11 21,14.4,0.203,47.7,8.1,5.3
2024-02-11 22,12.3,0.193,51.4,10.2,5.5
2024-02-11 23,10.6,0.182,56.7,11.3,5.6
2024-02-12 00,12.5,0.193,53.2,12.1,5.9
2024-02-12 01,12.6,0.192,51.0,12.7,6.3
2024-02-12 02,11.3,0.187,52.3,12.5,6.5
2024-02-12 03,13.6,0.192,51.6,12.9,6.4
2024-02-12 04,14.0,0.196,51.5,12.3,6.3
2024-02-12 05,32.1,0.236,29.9,12.4,6.5
2024-02-12 06,59.3,0.328,0.8,14.9,7.6
2024-02-12 07,58.4,0.375,1.3,19.9,8.8
2024-02-12 08,53.2,0.392,4.5,19.7,9.2
2024-02-12 09,20.61335561008719,0.332,16.949866164856576,16.56614280170741,8.741636152996355
2024-02-12 10,20.61335561008719,0.348,29.736523433532025,16.56614280170741,8.100689259393159
2024-02-12 11,20.61335561008719,0.232,41.07099723333354,17.4,7.8
2024-02-12 12,20.8,0.205,50.1,16.4,7.2
2024-02-12 13,13.5,0.18,62.3,19.9,6.9
2024-02-12 14,13.1,0.167,67.3,18.9,6.1
2024-02-12 15,20.61335561008719,0.185,63.40315904963681,10.9,5.3
2024-02-12 16,24.0,0.203,57.9,7.3,3.8
2024-02-12 17,23.5,0.214,58.2,6.4,3.8
2024-02-12 18,31.9,0.276,48.8,7.4,5.1
2024-02-12 19,51.4,0.32,28.9,11.3,6.9
2024-02-12 20,55.6,0.319,24.8,10.9,7.2
2024-02-12 21,41.0,0.292,34.9,11.4,8.2
2024-02-12 22,38.2,0.302,36.7,11.7,8.2
2024-02-12 23,36.8,0.288,35.6,11.2,8.5
2024-02-13 00,39.5,0.297,31.0,9.5,7.0
2024-02-13 01,58.9,0.449,5.7,14.3,11.4
2024-02-13 02,51.0,0.375,11.4,13.9,11.2
2024-02-13 03,54.2,0.398,4.1,14.3,11.7
2024-02-13 04,52.1,0.405,4.1,15.8,12.8
2024-02-13 05,54.9,0.4,0.2,19.5,15.3
2024-02-13 06,56.4,0.409,0.0,21.4,13.9
2024-02-13 07,53.1,0.43,1.1,25.4,14.7
2024-02-13 08,48.4,0.41,3.6,29.4,15.7
2024-02-13 09,43.9,0.384,8.2,28.9,16.2
2024-02-13 10,38.1,0.359,20.3,32.9,18.5
2024-02-13 11,25.2,0.264,42.5,24.2,14.2
2024-02-13 12,15.8,0.202,58.8,21.8,10.5
2024-02-13 13,13.6,0.191,61.0,15.7,8.4
2024-02-13 14,13.9,0.189,62.0,17.8,6.6
2024-02-13 15,21.7,0.211,51.2,15.6,7.5
2024-02-13 16,26.0,0.233,48.6,13.1,8.2
2024-02-13 17,33.1,0.25,39.3,12.3,7.5
2024-02-13 18,27.9,0.25,43.4,13.5,9.6
2024-02-13 19,16.6,0.21,57.7,11.1,8.7
2024-02-13 20,18.5,0.211,53.5,9.9,7.6
2024-02-13 21,13.7,0.193,55.3,7.7,5.6
2024-02-13 22,12.3,0.187,53.9,6.2,5.0
2024-02-13 23,10.3,0.174,52.9,6.8,5.2
2024-02-14 00,8.9,0.169,52.0,6.9,5.2
2024-02-14 01,8.0,0.165,51.0,7.0,5.6
2024-02-14 02,8.4,0.163,48.4,6.9,5.9
2024-02-14 03,9.9,0.173,44.3,5.8,4.9
2024-02-14 04,11.9,0.173,40.0,5.5,5.0
2024-02-14 05,17.4,0.177,33.8,6.6,5.8
2024-02-14 06,29.8,0.199,22.0,7.8,6.5
2024-02-14 07,35.3,0.234,17.4,10.3,7.2
2024-02-14 08,38.0,0.268,17.9,16.1,7.7
2024-02-14 09,33.5,0.244,25.8,14.4,6.6
2024-02-14 10,25.5,0.241,33.5,13.9,7.9
2024-02-14 11,20.2,0.204,36.9,11.8,8.0
2024-02-14 12,21.6,0.211,37.0,11.5,8.2
2024-02-14 13,17.1,0.183,45.5,15.2,8.7
2024-02-14 14,15.8,0.171,49.1,15.7,8.1
2024-02-14 15,22.0,0.181,43.8,21.9,8.6
2024-02-14 16,23.0,0.192,41.5,21.3,9.4
2024-02-14 17,27.8,0.275,35.9,19.1,12.6
2024-02-14 18,46.7,0.19759081669880643,17.0,22.1,15.5
2024-02-14 19,51.6,0.19759081669880643,13.0,30.0,23.9
2024-02-14 20,47.0,0.19759081669880643,16.2,23.6,18.8
2024-02-14 21,37.3,0.19759081669880643,23.1,16.7,12.4
2024-02-14 22,26.7,0.19759081669880643,33.3,13.8,9.7
2024-02-14 23,34.8,0.19759081669880643,23.6,13.9,9.0
2024-02-15 00,33.1,0.19759081669880643,22.1,12.4,8.8
2024-02-15 01,27.2,0.19759081669880643,26.8,10.2,7.3
2024-02-15 02,18.1,0.19759081669880643,38.1,8.1,5.7
2024-02-15 03,19.2,0.19759081669880643,34.6,8.3,5.6
2024-02-15 04,27.3,0.19759081669880643,26.0,8.9,5.7
2024-02-15 05,39.9,0.19759081669880643,15.6,8.9,5.4
2024-02-15 06,58.8,0.19759081669880643,0.7,13.1,6.3
2024-02-15 07,58.0,0.19759081669880643,1.6,15.3,7.0
2024-02-15 08,48.5,0.19759081669880643,7.7,22.4,9.5
2024-02-15 09,41.5,0.19759081669880643,14.7,22.9,9.4
2024-02-15 10,29.9,0.234,25.8,20.3,8.6
2024-02-15 11,31.8,0.232,25.8,23.2,9.5
2024-02-15 12,26.9,0.238,32.5,27.3,10.1
2024-02-15 13,23.3,0.211,40.8,23.2,8.6
2024-02-15 14,22.7,0.206,45.6,21.7,7.7
2024-02-15 15,24.5,0.229,47.1,24.8,7.8
2024-02-15 16,46.8,0.275,19.0,26.7,9.4
2024-02-15 17,61.6,0.324,2.8,27.1,11.3
2024-02-15 18,61.9,0.352,2.5,27.8,13.2
2024-02-15 19,53.4,0.328,8.2,24.3,13.1
2024-02-15 20,54.2,0.315,5.9,22.5,13.6
2024-02-15 21,52.4,0.312,5.6,21.0,12.6
2024-02-15 22,50.7,0.323,5.5,20.7,11.6
2024-02-15 23,24.5,0.221,27.5,14.4,7.9
2024-02-16 00,16.7,0.187,36.1,12.8,6.8
2024-02-16 01,8.7,0.155,49.9,14.3,6.1
2024-02-16 02,7.2,0.152,49.9,11.5,5.9
2024-02-16 03,8.1,0.148,47.1,10.1,5.8
2024-02-16 04,9.6,0.147,44.1,10.7,5.8
2024-02-16 05,11.1,0.146,41.8,10.9,6.1
2024-02-16 06,14.1,0.145,39.3,13.0,6.7
2024-02-16 07,19.5,0.16,34.5,12.2,6.3
2024-02-16 08,19.8,0.158,38.4,12.4,5.2
2024-02-16 09,19.2,0.461,39.0,11.9,4.5
2024-02-16 10,23.3,0.248,29.6,11.3,5.0
2024-02-16 11,18.8,0.194,46.2,13.5,8.6
2024-02-16 12,13.6,0.252,64.9,12.0,8.0
2024-02-16 13,14.6,0.578,66.5,19.0,9.3
2024-02-16 14,13.3,0.161,66.9,16.2,7.8
2024-02-16 15,13.7,0.162,65.9,13.2,6.8
2024-02-16 16,13.6,0.164,68.8,16.8,7.6
2024-02-16 17,17.8,0.188,64.5,16.2,7.6
2024-02-16 18,18.9,0.205,64.0,17.0,8.2
2024-02-16 19,19.1,0.205,61.6,13.9,7.6
2024-02-16 20,16.2,0.19,64.7,14.3,7.0
2024-02-16 21,12.5,0.174,72.9,14.5,6.8
2024-02-16 22,11.2,0.162,76.5,16.3,6.4
2024-02-16 23,11.1,0.162,75.4,13.1,6.5
2024-02-17 00,9.6,0.151,77.3,11.9,6.1
2024-02-17 01,7.9,0.145,79.8,11.2,5.8
2024-02-17 02,6.7,0.138,81.3,11.1,5.9
2024-02-17 03,6.6,0.137,80.0,10.7,5.7
2024-02-17 04,6.4,0.134,79.0,10.3,5.6
2024-02-17 05,7.9,0.142,77.2,9.2,5.1
2024-02-17 06,13.0,0.141,71.3,10.1,5.4
2024-02-17 07,14.4,0.155,69.6,12.5,5.8
2024-02-17 08,20.9,0.211,62.2,14.4,6.3
2024-02-17 09,18.3,0.185,65.3,16.1,6.9
2024-02-17 10,10.1,0.157,75.8,14.0,6.7
2024-02-17 11,8.0,0.153,79.7,14.5,6.9
2024-02-17 12,10.1,0.162,78.4,16.56614280170741,8.0
2024-02-17 13,9.4,0.158,79.0,16.56614280170741,7.5
2024-02-17 14,10.3,0.156,78.3,16.56614280170741,7.2
2024-02-17 15,9.9,0.157,78.7,16.56614280170741,6.6
2024-02-17 16,17.1,0.219,70.0,16.56614280170741,9.1
2024-02-17 17,21.6,0.206,65.6,16.56614280170741,8.2
2024-02-17 18,34.4,0.271,48.2,26.9,14.4
2024-02-17 19,30.3,0.271,51.4,31.3,20.8
2024-02-17 20,47.1,0.285,33.9,27.7,18.7
2024-02-17 21,45.6,0.292,33.6,28.2,20.4
2024-02-17 22,35.9,0.277,39.0,23.2,15.9
2024-02-17 23,25.7,0.228,49.0,18.3,12.1
2024-02-18 00,21.9,0.21,50.1,15.9,11.4
2024-02-18 01,18.6,0.204,49.9,16.0,10.9
2024-02-18 02,18.2,0.198,48.1,15.4,10.7
2024-02-18 03,14.2,0.188,48.3,14.0,9.7
2024-02-18 04,14.0,0.182,47.3,12.4,8.7
